ID,GroupID,OccurrenceTime,AlarmTextID,CurValue,ResetTime,VariableValue,Operator,Conditions
72738,2,2021-08-16 21:16:07,8,On,2021-08-16 23:56:08,,,On
72739,2,2021-08-16 21:16:15,35,On,2021-08-16 23:56:08,,,On
72740,2,2021-08-16 21:19:14,29,On,2021-08-16 22:20:00,,,On
72741,2,2021-08-16 22:20:00,27,On,2021-08-16 22:20:04,,,On
72742,2,2021-08-16 22:20:00,30,Off,2021-08-16 22:22:22,,,Off
72743,2,2021-08-16 22:22:22,29,On,2021-08-16 22:31:47,,,On
72744,2,2021-08-16 22:31:47,27,On,2021-08-16 22:33:23,,,On
72745,2,2021-08-16 22:31:47,30,Off,2021-08-16 22:34:08,,,Off
72746,2,2021-08-16 22:34:08,29,On,2021-08-16 23:16:03,,,On
72747,2,2021-08-16 23:16:03,30,Off,2021-08-16 23:16:19,,,Off
72748,2,2021-08-16 23:16:19,29,On,2021-08-16 23:56:08,,,On
72749,1,2021-08-16 23:44:08,36,Off,2021-08-16 23:44:08,,,Off
72750,1,2021-08-16 23:44:08,38,On,2021-08-16 23:56:08,,,On
72751,1,2021-08-16 23:56:08,4,Off,,,,Off
72752,2,2021-08-16 23:56:08,30,Off,,,,Off
72753,2,2021-08-16 23:56:08,9,Off,,,,Off
72754,1,2021-08-17 06:14:50,1,On,,,,On
72755,1,2021-08-17 06:14:50,4,Off,2021-08-17 06:15:59,,,Off
72756,2,2021-08-17 06:14:50,7,Off,,,,Off
72757,2,2021-08-17 06:14:50,9,Off,2021-08-17 06:15:59,,,Off
72758,2,2021-08-17 06:14:50,30,Off,2021-08-17 06:19:06,,,Off
72759,1,2021-08-17 06:15:15,5,On,2021-08-17 09:41:47,,,On
72760,1,2021-08-17 06:15:59,3,On,2021-08-17 09:41:47,,,On
72761,2,2021-08-17 06:15:59,8,On,2021-08-17 09:41:47,,,On
72762,2,2021-08-17 06:16:07,35,On,2021-08-17 09:41:47,,,On
72763,2,2021-08-17 06:19:06,29,On,2021-08-17 06:22:42,,,On
72764,2,2021-08-17 06:22:42,30,Off,2021-08-17 06:25:03,,,Off
72765,2,2021-08-17 06:22:42,27,On,2021-08-17 06:22:43,,,On
72766,2,2021-08-17 06:22:54,27,On,2021-08-17 06:23:04,,,On
72767,2,2021-08-17 06:23:12,27,On,2021-08-17 06:23:30,,,On
72768,2,2021-08-17 06:25:03,29,On,2021-08-17 06:56:21,,,On
72769,2,2021-08-17 06:56:21,30,Off,2021-08-17 06:58:43,,,Off
72770,2,2021-08-17 06:56:21,27,On,2021-08-17 06:58:12,,,On
72771,2,2021-08-17 06:58:43,29,On,2021-08-17 07:26:09,,,On
72772,2,2021-08-17 07:26:09,27,On,2021-08-17 07:29:01,,,On
72773,2,2021-08-17 07:26:09,30,Off,2021-08-17 07:28:30,,,Off
72774,2,2021-08-17 07:28:30,29,On,2021-08-17 07:29:10,,,On
72775,2,2021-08-17 07:29:09,27,On,2021-08-17 07:29:11,,,On
72776,2,2021-08-17 07:29:10,30,Off,2021-08-17 07:31:31,,,Off
72777,2,2021-08-17 07:31:31,29,On,2021-08-17 07:34:51,,,On
72778,2,2021-08-17 07:34:51,30,Off,2021-08-17 07:37:12,,,Off
72779,2,2021-08-17 07:34:51,27,On,2021-08-17 07:34:56,,,On
72780,2,2021-08-17 07:35:04,27,On,2021-08-17 07:35:46,,,On
72781,2,2021-08-17 07:37:12,29,On,2021-08-17 07:52:43,,,On
72782,2,2021-08-17 07:52:43,30,Off,2021-08-17 07:55:04,,,Off
72783,2,2021-08-17 07:52:43,27,On,2021-08-17 07:52:44,,,On
72784,2,2021-08-17 07:52:52,27,On,2021-08-17 07:54:25,,,On
72785,2,2021-08-17 07:54:33,27,On,2021-08-17 07:54:35,,,On
72786,2,2021-08-17 07:55:04,29,On,2021-08-17 08:15:46,,,On
72787,2,2021-08-17 08:15:46,30,Off,2021-08-17 08:20:46,,,Off
72788,2,2021-08-17 08:20:46,29,On,2021-08-17 08:38:39,,,On
72789,2,2021-08-17 08:38:39,30,Off,2021-08-17 08:41:01,,,Off
72790,2,2021-08-17 08:38:39,27,On,2021-08-17 08:38:49,,,On
72791,2,2021-08-17 08:41:01,29,On,2021-08-17 08:44:50,,,On
72792,2,2021-08-17 08:44:50,27,On,2021-08-17 08:44:53,,,On
72793,2,2021-08-17 08:44:50,30,Off,2021-08-17 08:47:11,,,Off
72794,2,2021-08-17 08:45:01,27,On,2021-08-17 08:45:13,,,On
72795,2,2021-08-17 08:45:25,27,On,2021-08-17 08:45:26,,,On
72796,2,2021-08-17 08:45:34,27,On,2021-08-17 08:45:35,,,On
72797,2,2021-08-17 08:47:11,29,On,2021-08-17 08:48:13,,,On
72798,1,2021-08-17 08:48:13,28,On,2021-08-17 08:48:13,,,On
72799,2,2021-08-17 08:48:13,30,Off,2021-08-17 08:50:34,,,Off
72800,2,2021-08-17 08:50:34,29,On,2021-08-17 08:53:02,,,On
72801,2,2021-08-17 08:53:02,27,On,2021-08-17 08:53:49,,,On
72802,2,2021-08-17 08:53:02,30,Off,2021-08-17 08:55:24,,,Off
72803,2,2021-08-17 08:53:57,27,On,2021-08-17 08:53:58,,,On
72804,2,2021-08-17 08:54:07,27,On,2021-08-17 08:54:07,,,On
72805,2,2021-08-17 08:54:24,27,On,2021-08-17 08:54:26,,,On
72806,2,2021-08-17 08:55:24,29,On,2021-08-17 08:59:09,,,On
72807,2,2021-08-17 08:59:09,27,On,2021-08-17 08:59:11,,,On
72808,2,2021-08-17 08:59:09,30,Off,2021-08-17 09:01:30,,,Off
72809,2,2021-08-17 08:59:19,27,On,2021-08-17 08:59:21,,,On
72810,2,2021-08-17 08:59:29,27,On,2021-08-17 08:59:33,,,On
72811,2,2021-08-17 09:01:30,29,On,2021-08-17 09:41:47,,,On
72812,0,2021-08-17 09:41:47,0,On,2021-08-17 09:41:53,,,On
72813,2,2021-08-17 09:41:47,9,Off,,,,Off
72814,1,2021-08-17 09:41:47,4,Off,,,,Off
72815,2,2021-08-17 09:41:47,30,Off,,,,Off
72816,1,2021-08-17 09:41:52,36,Off,2021-08-17 09:41:53,,,Off
72817,1,2021-08-17 09:48:06,1,On,,,,On
72818,1,2021-08-17 09:48:06,4,Off,2021-08-17 09:49:05,,,Off
72819,2,2021-08-17 09:48:06,7,Off,,,,Off
72820,2,2021-08-17 09:48:06,9,Off,2021-08-17 09:49:06,,,Off
72821,2,2021-08-17 09:48:06,30,Off,2021-08-17 09:52:13,,,Off
72822,1,2021-08-17 09:48:21,5,On,2021-08-17 10:09:05,,,On
72823,1,2021-08-17 09:49:05,3,On,2021-08-17 10:09:05,,,On
72824,2,2021-08-17 09:49:06,8,On,2021-08-17 10:09:05,,,On
72825,2,2021-08-17 09:49:14,35,On,2021-08-17 10:09:05,,,On
72826,2,2021-08-17 09:52:13,29,On,2021-08-17 10:09:05,,,On
72827,2,2021-08-17 10:09:05,9,Off,,,,Off
72828,0,2021-08-17 10:09:05,0,On,2021-08-17 10:09:14,,,On
72829,1,2021-08-17 10:09:05,4,Off,,,,Off
72830,2,2021-08-17 10:09:05,30,Off,,,,Off
72831,2,2021-08-17 10:09:14,37,Off,2021-08-17 10:09:15,,,Off
72832,2,2021-08-17 10:19:04,39,On,,,,On
72833,1,2021-08-17 10:31:59,1,On,2021-08-17 14:01:05,,,On
72834,1,2021-08-17 10:31:59,4,Off,2021-08-17 10:33:10,,,Off
72835,2,2021-08-17 10:31:59,7,Off,,,,Off
72836,2,2021-08-17 10:31:59,9,Off,2021-08-17 10:33:10,,,Off
72837,2,2021-08-17 10:31:59,30,Off,2021-08-17 10:36:16,,,Off
72838,1,2021-08-17 10:32:17,36,Off,2021-08-17 10:32:18,,,Off
72839,2,2021-08-17 10:32:19,37,Off,2021-08-17 10:32:19,,,Off
72840,1,2021-08-17 10:32:20,36,Off,2021-08-17 10:32:21,,,Off
72841,1,2021-08-17 10:32:23,36,Off,2021-08-17 10:32:24,,,Off
72842,1,2021-08-17 10:32:26,5,On,2021-08-17 13:58:40,,,On
72843,1,2021-08-17 10:33:10,3,On,2021-08-17 13:58:40,,,On
72844,2,2021-08-17 10:33:10,8,On,2021-08-17 13:46:40,,,On
72845,2,2021-08-17 10:33:18,35,On,2021-08-17 13:56:40,,,On
72846,2,2021-08-17 10:36:16,29,On,2021-08-17 10:47:33,,,On
72847,2,2021-08-17 10:47:33,27,On,2021-08-17 10:47:42,,,On
72848,2,2021-08-17 10:47:33,30,Off,2021-08-17 10:49:54,,,Off
72849,2,2021-08-17 10:49:54,29,On,2021-08-17 11:03:43,,,On
72850,2,2021-08-17 11:03:43,30,Off,2021-08-17 11:06:04,,,Off
72851,2,2021-08-17 11:03:43,27,On,2021-08-17 11:03:48,,,On
72852,2,2021-08-17 11:06:04,29,On,2021-08-17 11:09:02,,,On
72853,2,2021-08-17 11:09:01,27,On,2021-08-17 11:09:07,,,On
72854,2,2021-08-17 11:09:02,30,Off,2021-08-17 11:11:23,,,Off
72855,2,2021-08-17 11:09:19,27,On,2021-08-17 11:09:19,,,On
72856,2,2021-08-17 11:09:31,27,On,2021-08-17 11:09:32,,,On
72857,2,2021-08-17 11:09:49,27,On,2021-08-17 11:09:51,,,On
72858,2,2021-08-17 11:11:23,29,On,2021-08-17 11:14:35,,,On
72859,2,2021-08-17 11:14:35,27,On,2021-08-17 11:15:35,,,On
72860,2,2021-08-17 11:14:35,30,Off,2021-08-17 11:16:57,,,Off
72861,2,2021-08-17 11:16:57,29,On,2021-08-17 11:30:49,,,On
72862,2,2021-08-17 11:30:49,27,On,2021-08-17 11:31:10,,,On
72863,2,2021-08-17 11:30:49,30,Off,2021-08-17 11:33:10,,,Off
72864,2,2021-08-17 11:31:18,27,On,2021-08-17 11:31:25,,,On
72865,2,2021-08-17 11:33:10,29,On,2021-08-17 11:45:37,,,On
72866,2,2021-08-17 11:45:37,30,Off,2021-08-17 11:47:59,,,Off
72867,2,2021-08-17 11:45:37,27,On,2021-08-17 11:46:58,,,On
72868,2,2021-08-17 11:47:59,29,On,2021-08-17 11:50:38,,,On
72869,2,2021-08-17 11:50:38,30,Off,2021-08-17 11:53:00,,,Off
72870,2,2021-08-17 11:50:38,27,On,2021-08-17 11:50:42,,,On
72871,2,2021-08-17 11:50:50,27,On,2021-08-17 11:50:59,,,On
72872,2,2021-08-17 11:51:07,27,On,2021-08-17 11:51:14,,,On
72873,2,2021-08-17 11:53:00,29,On,2021-08-17 12:03:26,,,On
72874,2,2021-08-17 12:03:26,27,On,2021-08-17 12:03:37,,,On
72875,2,2021-08-17 12:03:26,30,Off,2021-08-17 12:05:48,,,Off
72876,2,2021-08-17 12:03:50,27,On,2021-08-17 12:04:24,,,On
72877,2,2021-08-17 12:04:32,27,On,2021-08-17 12:04:33,,,On
72878,2,2021-08-17 12:05:48,29,On,2021-08-17 12:22:16,,,On
72879,2,2021-08-17 12:22:15,27,On,2021-08-17 12:22:22,,,On
72880,2,2021-08-17 12:22:16,30,Off,2021-08-17 12:24:37,,,Off
72881,2,2021-08-17 12:22:31,27,On,2021-08-17 12:22:39,,,On
72882,2,2021-08-17 12:24:37,29,On,2021-08-17 12:27:39,,,On
72883,2,2021-08-17 12:27:39,30,Off,2021-08-17 12:30:00,,,Off
72884,2,2021-08-17 12:27:39,27,On,2021-08-17 12:27:39,,,On
72885,2,2021-08-17 12:28:01,27,On,2021-08-17 12:28:05,,,On
72886,2,2021-08-17 12:30:00,29,On,2021-08-17 12:32:24,,,On
72887,2,2021-08-17 12:32:24,30,Off,2021-08-17 12:37:51,,,Off
72888,2,2021-08-17 12:32:24,27,On,2021-08-17 12:32:29,,,On
72889,2,2021-08-17 12:37:51,29,On,2021-08-17 12:41:37,,,On
72890,2,2021-08-17 12:41:37,27,On,2021-08-17 12:42:01,,,On
72891,2,2021-08-17 12:41:37,30,Off,2021-08-17 12:43:58,,,Off
72892,2,2021-08-17 12:42:09,27,On,2021-08-17 12:42:18,,,On
72893,2,2021-08-17 12:43:58,29,On,2021-08-17 12:51:19,,,On
72894,2,2021-08-17 12:51:19,27,On,2021-08-17 12:51:23,,,On
72895,2,2021-08-17 12:51:19,30,Off,2021-08-17 12:53:40,,,Off
72896,2,2021-08-17 12:51:38,27,On,2021-08-17 12:51:38,,,On
72897,2,2021-08-17 12:53:40,29,On,2021-08-17 13:01:15,,,On
72898,2,2021-08-17 13:01:14,27,On,2021-08-17 13:01:16,,,On
72899,2,2021-08-17 13:01:15,30,Off,2021-08-17 13:03:36,,,Off
72900,2,2021-08-17 13:01:29,27,On,2021-08-17 13:01:36,,,On
72901,2,2021-08-17 13:01:45,27,On,2021-08-17 13:01:52,,,On
72902,2,2021-08-17 13:03:36,29,On,2021-08-17 13:46:40,,,On
72903,1,2021-08-17 13:46:40,36,Off,2021-08-17 13:46:40,,,Off
72904,1,2021-08-17 13:46:40,38,On,2021-08-17 13:58:40,,,On
72905,2,2021-08-17 13:46:40,9,Off,,,,Off
72906,2,2021-08-17 13:46:40,30,Off,,,,Off
72907,1,2021-08-17 13:50:10,36,Off,2021-08-17 13:50:11,,,Off
72908,2,2021-08-17 13:56:40,39,On,,,,On
72909,1,2021-08-17 13:58:40,4,Off,,,,Off
72910,1,2021-08-17 14:01:05,2,Off,,,,Off
72911,0,2021-08-17 14:40:11,0,On,2021-08-17 14:40:14,,,On
72912,2,2021-08-17 14:40:16,37,Off,2021-08-17 14:40:17,,,Off
72913,1,2021-09-03 14:26:47,2,Off,,,,Off
72914,1,2021-09-03 14:26:47,4,Off,,,,Off
72915,2,2021-09-03 14:26:47,7,Off,,,,Off
72916,2,2021-09-03 14:26:47,9,Off,,,,Off
72917,2,2021-09-03 14:26:47,30,Off,,,,Off
72918,1,2021-09-10 15:47:38,2,Off,,,,Off
72919,1,2021-09-10 15:47:38,4,Off,,,,Off
72920,2,2021-09-10 15:47:38,7,Off,,,,Off
72921,2,2021-09-10 15:47:38,9,Off,,,,Off
72922,2,2021-09-10 15:47:38,30,Off,,,,Off
72923,2,2021-09-10 15:48:34,31,On,2021-09-10 15:48:35,,,On
72924,2,2021-09-10 15:48:41,31,On,2021-09-10 15:48:48,,,On
72925,2,2021-09-10 15:52:37,31,On,2021-09-10 15:52:38,,,On
72926,1,2021-09-11 10:33:51,2,Off,,,,Off
72927,1,2021-09-11 10:33:51,4,Off,,,,Off
72928,2,2021-09-11 10:33:51,7,Off,,,,Off
72929,2,2021-09-11 10:33:51,9,Off,,,,Off
72930,2,2021-09-11 10:33:51,30,Off,,,,Off
72931,2,2021-09-11 10:34:50,32,On,2021-09-11 10:34:51,,,On
72932,2,2021-09-11 10:35:40,33,On,2021-09-11 10:36:08,,,On
72933,2,2021-09-11 10:35:41,32,On,2021-09-11 10:36:08,,,On
72934,2,2021-09-11 10:36:41,35,On,2021-09-11 10:36:46,,,On
72935,1,2021-09-11 13:43:22,2,Off,2021-09-11 14:57:44,,,Off
72936,1,2021-09-11 13:43:22,4,Off,2021-09-11 14:58:34,,,Off
72937,2,2021-09-11 13:43:22,7,Off,,,,Off
72938,2,2021-09-11 13:43:22,9,Off,2021-09-11 14:58:34,,,Off
72939,2,2021-09-11 13:43:22,30,Off,2021-09-11 13:44:06,,,Off
72940,1,2021-09-11 13:43:40,36,Off,2021-09-11 13:43:40,,,Off
72941,2,2021-09-11 13:44:06,29,On,2021-09-11 13:44:32,,,On
72942,2,2021-09-11 13:44:32,30,Off,2021-09-11 13:52:03,,,Off
72943,2,2021-09-11 13:52:03,29,On,2021-09-11 13:58:38,,,On
72944,2,2021-09-11 13:58:38,30,Off,2021-09-11 13:58:41,,,Off
72945,2,2021-09-11 13:58:41,29,On,2021-09-11 13:58:44,,,On
72946,2,2021-09-11 13:58:44,30,Off,2021-09-11 13:59:48,,,Off
72947,2,2021-09-11 13:59:48,29,On,2021-09-11 14:00:44,,,On
72948,2,2021-09-11 14:00:44,30,Off,2021-09-11 14:14:10,,,Off
72949,2,2021-09-11 14:14:10,29,On,2021-09-11 14:14:12,,,On
72950,2,2021-09-11 14:14:12,30,Off,2021-09-11 14:14:23,,,Off
72951,2,2021-09-11 14:14:23,29,On,2021-09-11 14:14:27,,,On
72952,2,2021-09-11 14:14:25,32,On,2021-09-11 14:14:28,,,On
72953,2,2021-09-11 14:14:27,30,Off,2021-09-11 15:01:41,,,Off
72954,2,2021-09-11 14:14:28,32,On,2021-09-11 14:14:29,,,On
72955,2,2021-09-11 14:56:22,35,On,2021-09-11 14:56:48,,,On
72956,2,2021-09-11 14:57:36,35,On,2021-09-11 14:57:40,,,On
72957,1,2021-09-11 14:57:44,1,On,,,,On
72958,1,2021-09-11 14:57:50,5,On,2021-09-11 16:56:51,,,On
72959,1,2021-09-11 14:58:34,3,On,2021-09-11 16:56:51,,,On
72960,2,2021-09-11 14:58:34,8,On,2021-09-11 16:56:51,,,On
72961,2,2021-09-11 14:58:42,35,On,2021-09-11 16:56:51,,,On
72962,2,2021-09-11 15:01:41,29,On,2021-09-11 16:53:08,,,On
72963,2,2021-09-11 16:53:08,30,Off,2021-09-11 16:56:48,,,Off
72964,2,2021-09-11 16:56:48,29,On,2021-09-11 16:56:51,,,On
72965,0,2021-09-11 16:56:51,0,On,2021-09-11 16:56:53,,,On
72966,2,2021-09-11 16:56:51,9,Off,2021-09-11 17:17:57,,,Off
72967,2,2021-09-11 16:56:51,30,Off,2021-09-11 17:21:05,,,Off
72968,1,2021-09-11 16:56:51,4,Off,2021-09-11 17:17:57,,,Off
72969,2,2021-09-11 17:06:51,39,On,2021-09-11 17:17:57,,,On
72970,1,2021-09-11 17:17:13,5,On,2021-09-11 19:58:12,,,On
72971,1,2021-09-11 17:17:57,3,On,2021-09-11 19:58:12,,,On
72972,2,2021-09-11 17:17:57,8,On,2021-09-11 19:46:12,,,On
72973,2,2021-09-11 17:18:05,35,On,2021-09-11 19:56:11,,,On
72974,2,2021-09-11 17:21:05,29,On,2021-09-11 19:17:42,,,On
72975,2,2021-09-11 19:17:42,30,Off,2021-09-11 19:22:42,,,Off
72976,2,2021-09-11 19:22:42,29,On,2021-09-11 19:46:12,,,On
72977,2,2021-09-11 19:46:12,9,Off,,,,Off
72978,2,2021-09-11 19:46:12,30,Off,,,,Off
72979,1,2021-09-11 19:46:12,36,Off,2021-09-11 19:46:12,,,Off
72980,1,2021-09-11 19:46:12,38,On,2021-09-11 19:58:12,,,On
72981,2,2021-09-11 19:46:14,37,Off,2021-09-11 19:46:14,,,Off
72982,2,2021-09-11 19:56:11,39,On,,,,On
72983,1,2021-09-11 19:58:12,4,Off,,,,Off
72984,1,2021-09-12 08:08:43,1,On,2021-09-12 09:59:22,,,On
72985,1,2021-09-12 08:08:43,4,Off,2021-09-12 08:59:25,,,Off
72986,2,2021-09-12 08:08:43,9,Off,2021-09-12 08:59:25,,,Off
72987,2,2021-09-12 08:08:43,7,Off,,,,Off
72988,2,2021-09-12 08:08:43,30,Off,2021-09-12 09:02:32,,,Off
72989,1,2021-09-12 08:08:56,36,Off,2021-09-12 08:08:57,,,Off
72990,1,2021-09-12 08:58:41,5,On,2021-09-12 09:51:57,,,On
72991,1,2021-09-12 08:59:25,3,On,2021-09-12 09:51:57,,,On
72992,2,2021-09-12 08:59:25,8,On,2021-09-12 09:51:57,,,On
72993,2,2021-09-12 08:59:33,35,On,2021-09-12 09:51:57,,,On
72994,2,2021-09-12 09:02:32,29,On,2021-09-12 09:51:57,,,On
72995,1,2021-09-12 09:51:57,4,Off,2021-09-12 10:04:07,,,Off
72996,2,2021-09-12 09:51:57,9,Off,2021-09-12 10:04:07,,,Off
72997,0,2021-09-12 09:51:57,0,On,2021-09-12 09:52:03,,,On
72998,2,2021-09-12 09:51:57,30,Off,2021-09-12 10:07:14,,,Off
72999,1,2021-09-12 09:52:03,36,Off,2021-09-12 09:52:03,,,Off
73000,1,2021-09-12 09:59:22,2,Off,2021-09-12 10:03:21,,,Off
73001,1,2021-09-12 10:03:21,1,On,,,,On
73002,1,2021-09-12 10:03:23,5,On,2021-09-12 11:48:19,,,On
73003,1,2021-09-12 10:04:07,3,On,2021-09-12 11:48:19,,,On
73004,2,2021-09-12 10:04:07,8,On,2021-09-12 11:48:19,,,On
73005,2,2021-09-12 10:04:15,35,On,2021-09-12 11:48:19,,,On
73006,2,2021-09-12 10:07:14,29,On,2021-09-12 11:45:29,,,On
73007,2,2021-09-12 11:45:29,30,Off,2021-09-12 13:18:39,,,Off
73008,1,2021-09-12 11:48:19,4,Off,2021-09-12 13:15:31,,,Off
73009,0,2021-09-12 11:48:19,0,On,2021-09-12 12:10:44,,,On
73010,2,2021-09-12 11:48:19,9,Off,2021-09-12 13:15:32,,,Off
73011,2,2021-09-12 11:58:19,39,On,2021-09-12 13:15:32,,,On
73012,1,2021-09-12 13:14:47,5,On,2021-09-12 15:03:46,,,On
73013,1,2021-09-12 13:15:31,3,On,2021-09-12 15:03:46,,,On
73014,2,2021-09-12 13:15:32,8,On,2021-09-12 15:03:46,,,On
73015,2,2021-09-12 13:15:39,35,On,2021-09-12 15:03:46,,,On
73016,2,2021-09-12 13:18:39,29,On,2021-09-12 15:00:11,,,On
73017,2,2021-09-12 15:00:11,30,Off,2021-09-12 15:03:43,,,Off
73018,2,2021-09-12 15:03:43,29,On,2021-09-12 15:03:46,,,On
73019,1,2021-09-12 15:03:46,4,Off,2021-09-12 15:06:15,,,Off
73020,2,2021-09-12 15:03:46,9,Off,2021-09-12 15:06:16,,,Off
73021,0,2021-09-12 15:03:46,0,On,2021-09-12 15:03:48,,,On
73022,2,2021-09-12 15:03:46,30,Off,2021-09-12 15:09:24,,,Off
73023,1,2021-09-12 15:03:47,36,Off,2021-09-12 15:03:48,,,Off
